position,player,x,y,cluster,league,age,dominant_foot
DF,Max Aarons,12.591226,-0.6182113,2,Premier League,21,86% right footed
DF,Yunis Abdelhamid,-0.7688208,-4.86888,2,Ligue 1,33,72% left footed
DF,Francesco Acerbi,-14.565707,12.905178,3,Serie A,33,82% left footed
DF,Marcos Acuña,23.649231,-9.24154,1,La Liga,29,88% left footed
DF,Martin Agirregabiria,9.395046,-2.9962347,2,La Liga,25,93% right footed
DF,Nayef Aguerd,-16.91292,15.557865,3,Ligue 1,25,89% left footed
DF,Ruben Aguilar,2.1521773,3.8326125,2,Ligue 1,28,98% right footed
DF,Anel Ahmedhodzic,-4.894,9.477638,3,Ligue 1,22,83% right footed
DF,Joseph Aidoo,-9.896301,4.733298,3,La Liga,25,82% right footed
DF,Ola Aina,12.495968,0.8523663,2,Serie A,24,74% right footed
DF,Rayan Aït Nouri,16.357876,-12.236873,2,Premier League,20,86% left footed
DF,Kristoffer Ajer,-13.038234,-9.246122,0,Premier League,23,93% right footed
DF,Manuel Akanji,-7.856031,14.09569,3,Bundesliga,26,79% right footed
DF,Carlos Akapo,3.6895108,-8.574004,2,La Liga,28,94% right footed
DF,Nathan Aké,-12.8238,18.884378,3,Premier League,26,80% left footed
DF,Kevin Akpoguma,15.937262,-7.681201,2,Bundesliga,26,88% right footed
DF,David Alaba,5.3970656,11.099208,3,La Liga,29,87% left footed
DF,Jordi Alba,29.576275,-6.446829,1,La Liga,32,88% left footed
DF,Raúl Albiol,-15.969919,13.8017,3,La Liga,35,83% right footed
DF,Marc Albrighton,9.769861,-11.871479,2,Premier League,31,92% right footed
DF,Omar Alderete,-9.563173,-6.2031317,0,La Liga,24,92% left footed
DF,Trent Alexander-Arnold,31.335268,-5.2017794,1,Premier League,22,88% right footed
DF,Marcos Alonso,30.165482,-2.9923356,1,Premier League,30,91% left footed
DF,Giorgio Altare,-7.886008,-8.359944,0,Serie A,22,77% right footed
DF,Yeray Álvarez,-13.063606,6.879323,0,La Liga,26,92% right footed
DF,Dani Alves,23.520649,-9.937916,1,La Liga,38,88% right footed
DF,Daniel Amartey,-16.83549,6.92983,3,Premier League,26,91% right footed
DF,Kelvin Amian,7.2468257,0.1846875,2,Serie A,23,89% right footed
DF,Ethan Ampadu,5.078769,-9.276611,2,Serie A,20,83% right footed
DF,Joachim Andersen,-15.164222,15.682257,3,Premier League,25,91% right footed
DF,Andrés Andrade Cedeño,-4.7374415,-4.508472,0,Bundesliga,22,84% left footed
DF,José Ángel,20.15928,-9.455618,2,La Liga,31,87% left footed
DF,Angeliño,32.03513,-7.8639603,1,Bundesliga,24,92% left footed
DF,Waldemar Anton,-7.482707,7.6413603,3,Bundesliga,25,83% right footed
DF,Dennis Appiah,3.4263651,-6.135579,2,Ligue 1,29,89% right footed
DF,Néstor Araujo,-16.09531,13.040047,3,La Liga,29,83% right footed
DF,Ronald Araújo,-11.410456,11.374999,3,La Liga,22,92% right footed
DF,Youcef Atal,19.221375,-5.985296,2,Ligue 1,25,93% right footed
DF,Tommaso Augello,12.035075,2.3221588,2,Serie A,26,94% left footed
DF,Serge Aurier,20.221888,-4.6578197,2,La Liga,28,89% right footed
DF,Kaan Ayhan,-12.786726,14.068246,3,Serie A,26,94% right footed
DF,Luke Ayling,-0.82950574,8.804298,2,Premier League,29,90% right footed
DF,César Azpilicueta,21.464748,-7.420793,2,Premier League,31,91% right footed
DF,Loïc Bade,-16.423363,15.797328,3,Ligue 1,21,88% right footed
DF,Benoît Badiashile,-9.000414,9.251652,3,Ligue 1,20,84% left footed
DF,Mitchel Bakker,17.696249,-5.584456,2,Bundesliga,21,88% left footed
DF,Ridle Baku,27.709673,0.35557482,1,Bundesliga,23,83% right footed
DF,Mikel Balenziaga,2.7810402,-5.0994663,2,La Liga,33,88% left footed
DF,Leonardo Balerdi,-9.7448635,14.232003,3,Ligue 1,22,88% right footed
DF,Iván Balliu,20.28727,0.5936572,1,La Liga,29,93% right footed
DF,Mattia Bani,-18.186028,-7.5614724,0,Serie A,27,93% right footed
DF,Melvin Bard,18.414106,-7.974483,2,Ligue 1,20,94% left footed
DF,Antonio Barragán,7.933609,5.2566333,0,La Liga,34,88% right footed
DF,Jacob Barrett Laursen,7.9640446,3.477006,0,Bundesliga,26,73% left footed
DF,Marc Bartra,-16.327541,-5.376721,0,La Liga,30,95% right footed
DF,Alessandro Bastoni,-4.46328,10.517116,3,Serie A,22,88% left footed
DF,Simone Bastoni,27.381283,0.6494786,1,Serie A,24,82% left footed
DF,Maximilian Bauer,-12.327066,-4.876556,0,Bundesliga,21,87% right footed
DF,Timo Baumgartl,-3.733191,-1.2363932,0,Bundesliga,25,77% right footed
DF,Ihlas Bebou,31.381536,2.6941898,1,Bundesliga,27,90% right footed
DF,Rodrigo Becão,0.9434475,-6.0136156,0,Serie A,25,93% right footed
DF,Jan Bednarek,-17.628426,-6.662426,0,Premier League,25,84% right footed
DF,Stefan Bell,-16.97539,-7.6288624,0,Bundesliga,29,87% right footed
DF,Armel Bella Kotchap,-11.755863,-4.874498,0,Bundesliga,19,76% right footed
DF,Raoul Bellanova,22.981441,0.6796329,1,Serie A,21,90% right footed
DF,Héctor Bellerín,16.65476,0.9188792,2,La Liga,26,90% right footed
DF,Ramy Bensebaini,-5.8694086,3.8543746,3,Bundesliga,26,76% left footed
DF,Yuri Berchiche,17.7572,-8.680535,2,La Liga,31,93% left footed
DF,Bartosz Bereszyński,10.179354,-2.797173,2,Serie A,29,91% right footed
DF,Juan Bernat,6.916053,7.003778,2,Ligue 1,28,94% left footed
DF,Louis Beyer,-3.182797,5.4915786,0,Bundesliga,21,86% right footed
DF,Giulian Biancone,10.990627,-8.650291,2,Ligue 1,21,83% right footed
DF,Pedro Bigas,-12.189873,3.8096616,0,La Liga,30,58% left footed
DF,Jean-Claude Billong,-14.718932,-0.84023756,0,Ligue 1,27,96% right footed
DF,Cristiano Biraghi,32.63743,-6.8570476,1,Serie A,28,91% left footed
DF,Davide Biraschi,3.2279873,-6.993998,2,Serie A,27,96% right footed
DF,Jérôme Boateng,-13.234492,15.438844,3,Ligue 1,32,79% right footed
DF,Willy Boly,-5.313741,-6.5222754,0,Premier League,30,91% right footed
DF,Kevin Bonifazi,-6.3615484,6.403596,3,Serie A,25,63% right footed
DF,Leonardo Bonucci,-21.801355,10.963942,3,Serie A,34,81% right footed
DF,Sebastiaan Bornauw,-21.09477,-5.14911,0,Bundesliga,22,84% right footed
DF,Sven Botman,-17.466667,10.303348,3,Ligue 1,21,72% left footed
DF,Dedryck Boyata,-23.422958,-1.0936791,0,Bundesliga,30,85% right footed
DF,Lilian Brassier,-9.177168,3.7866287,3,Ligue 1,21,86% left footed
DF,Gleison Bremer,-9.3626,-9.454427,0,Serie A,24,84% right footed
DF,Dylan Bronn,4.534474,2.06349,0,Ligue 1,26,90% right footed
DF,John Brooks,-13.121862,8.751021,3,Bundesliga,28,80% left footed
DF,Cédric Brunner,8.096821,-4.1009564,2,Bundesliga,27,86% right footed
DF,Alessandro Buongiorno,-5.2783756,-2.7173939,0,Serie A,22,87% left footed
DF,Dan Burn,-7.0663624,2.1699636,0,Premier League,29,89% left footed
DF,Maxime Busi,14.507685,-1.6356705,2,Ligue 1,21,90% right footed
DF,Sam Byram,-2.0638294,-7.3565125,0,Premier League,27,90% right footed
DF,Jimmy Cabot,17.297844,-12.467238,2,Ligue 1,27,88% right footed
DF,Leandro Cabrera,-20.682682,1.8362617,0,La Liga,30,87% left footed
DF,Anthony Caci,19.84862,-9.56306,2,Ligue 1,24,71% right footed
DF,Cala,-20.236425,-3.1882102,0,La Liga,31,90% right footed
DF,Davide Calabria,19.430866,-14.729028,2,Serie A,24,89% right footed
DF,Mattia Caldara,-12.270996,-2.2634559,0,Serie A,27,89% right footed
DF,Fernando Calero,-10.112209,0.08727475,0,La Liga,25,83% right footed
DF,Duje Ćaleta-Car,-13.223699,17.320543,3,Ligue 1,24,73% right footed
DF,Daniel Caligiuri,29.362345,3.065676,1,Bundesliga,33,85% right footed
DF,Mahdi Camara,10.336562,-13.765854,2,Ligue 1,23,97% right footed
DF,Andrea Cambiaso,16.657047,-5.096379,2,Serie A,21,60% left footed
DF,Emre Can,-0.23972115,9.193542,3,Bundesliga,27,79% right footed
DF,João Cancelo,27.297329,-6.8261614,1,Premier League,27,87% right footed
DF,Fali Candé,12.0824795,-6.769634,2,Ligue 1,23,88% left footed
DF,Sergi Canós,28.121185,4.4581504,2,Premier League,24,87% right footed
DF,Pierrick Capelle,10.643808,-13.874136,2,Ligue 1,34,87% left footed
DF,Andrea Carboni,-3.1342652,-3.6407695,0,Serie A,20,87% left footed
DF,Isaac Carcelen,8.887286,-8.612961,2,La Liga,28,86% right footed
DF,Igor Carioca,13.372455,-3.4121478,2,Ligue 1,24,89% right footed
DF,Diego Carlos,-18.717731,10.544517,3,La Liga,28,84% right footed
DF,Yannick Carrasco,31.405321,-1.1489959,1,La Liga,27,88% right footed
DF,Dani Carvajal,23.586702,-6.9465117,1,La Liga,29,94% right footed
DF,Nicolò Casale,-2.9218235,-2.5049646,2,Serie A,23,82% right footed
DF,Matty Cash,10.913774,-4.491209,2,Premier League,23,88% right footed
DF,Timothy Castagne,5.699003,-4.3246374,2,Premier League,25,86% right footed
DF,Jean-Charles Castelletto,-13.786963,-0.70800644,0,Ligue 1,26,91% right footed
DF,Jonny Castro,14.318991,-4.4336214,2,Premier League,27,78% right footed
DF,Catena,-18.353857,11.716261,0,La Liga,26,90% right footed
DF,Craig Cathcart,-21.754593,-0.26406035,0,Premier League,32,77% right footed
DF,Pietro Ceccaroni,-18.01614,2.5329525,0,Serie A,25,83% left footed
DF,Federico Ceccherini,-5.58501,-0.85619426,0,Serie A,29,71% right footed
DF,Zeki Çelik,17.3832,-7.7537394,2,Ligue 1,24,92% right footed
DF,Fabien Centonze,14.256974,-5.8951526,2,Ligue 1,25,81% right footed
DF,Luca Ceppitelli,-17.848978,4.4699063,0,Serie A,31,77% right footed
DF,Trevoh Chalobah,-5.7201586,8.00003,3,Premier League,22,95% right footed
DF,Timothy Chandler,7.359814,1.163859,2,Bundesliga,31,76% right footed
DF,Brendan Chardonnet,-16.718475,1.1699028,0,Ligue 1,26,92% right footed
DF,Giorgio Chiellini,-13.66269,13.967443,3,Serie A,36,77% left footed
DF,Vlad Chiricheș,-14.089549,2.4689798,0,Serie A,31,91% right footed
DF,Andreas Christensen,-9.723366,11.634905,3,Premier League,25,93% right footed
DF,Víctor Chust,-18.973024,1.8766333,0,La Liga,21,81% right footed
DF,Ciaran Clark,-23.508413,-3.5712392,0,Premier League,31,81% left footed
DF,Jonathan Clauss,29.938683,-3.9121807,1,Ligue 1,28,86% right footed
DF,Carlos Clerc,11.435303,-1.4173725,2,La Liga,29,94% left footed
DF,Nathaniel Clyne,8.5000105,4.83794,0,Premier League,30,96% right footed
DF,Conor Coady,-22.703602,3.8469582,0,Premier League,28,96% right footed
DF,Marcus Coco,10.605662,-13.153433,2,Ligue 1,25,86% right footed
DF,Séamus Coleman,8.966368,-2.4622612,2,Premier League,32,77% right footed
DF,Omar Colley,-11.124694,-1.9617208,0,Serie A,28,73% left footed
DF,Nathan Collins,-17.887804,-8.417034,0,Premier League,20,91% right footed
DF,Kingsley Coman,32.537678,-0.57373697,1,Bundesliga,25,81% right footed
DF,Abdu Conté,14.174011,2.0514708,2,Ligue 1,23,86% left footed
DF,Liam Cooper,-12.930643,6.1582475,0,Premier League,29,87% left footed
DF,Sébastien Corchia,11.530968,-5.42936,2,Ligue 1,30,89% right footed
DF,Jesús Corona,30.449299,-1.8099011,1,La Liga,28,68% right footed
DF,Thierry Correia,7.384522,-9.903035,2,La Liga,22,92% right footed
DF,Jaume Costa,18.948181,-1.1510412,2,La Liga,33,77% left footed
DF,Vladimír Coufal,19.161785,-1.3092096,2,Premier League,28,88% right footed
DF,Tanguy Coulibaly,28.381203,6.221294,2,Bundesliga,20,86% left footed
DF,Nicolas Cozza,-0.4608623,-5.7119327,2,Ligue 1,22,74% left footed
DF,Aaron Cresswell,15.423222,5.9206,3,Premier League,31,93% left footed
DF,Domenico Criscito,-5.4307804,3.4683676,3,Serie A,34,86% left footed
DF,Domen Črnigoj,28.523325,5.3772535,2,Serie A,25,80% right footed
DF,Juan Cruz Armada,-14.70954,3.575582,0,La Liga,29,87% left footed
DF,Juan Cuadrado,30.06704,-5.1392126,1,Serie A,33,88% right footed
DF,Marc Cucurella,18.34007,-9.830373,2,Premier League,23,80% left footed
DF,Jorge Cuenca,-19.223448,-3.5454524,0,La Liga,21,83% left footed
DF,Rafael Czichos,-7.396368,12.576533,3,Bundesliga,31,91% left footed
DF,Danilo D'Ambrosio,-8.995074,7.009515,3,Serie A,32,71% right footed
DF,Damien Da Silva,-17.24355,15.654493,3,Ligue 1,33,98% right footed
DF,Stuart Dallas,12.05428,-9.305384,2,Premier League,30,78% right footed
DF,Diogo Dalot,18.144918,-7.8676867,2,Premier League,22,90% right footed
DF,Flavius Daniliuc,-1.5198803,1.306832,2,Ligue 1,20,87% right footed
DF,Danilo,2.8391445,11.230584,3,Serie A,30,91% right footed
DF,Kevin Danso,-7.3611746,8.542272,3,Ligue 1,22,90% right footed
DF,Dante,-12.18697,14.861096,3,Ligue 1,37,85% left footed
DF,Matteo Darmian,17.692928,3.2743268,1,Serie A,31,80% right footed
DF,Alphonso Davies,25.654253,-9.879398,1,Bundesliga,20,84% left footed
DF,Ben Davies,-11.41215,9.51342,3,Premier League,28,87% left footed
DF,Paweł Dawidowicz,-3.0566413,-3.5859416,0,Serie A,26,63% right footed
DF,Craig Dawson,-24.409033,-0.8012291,0,Premier League,31,95% right footed
DF,Mattia De Sciglio,20.999496,-1.2696204,1,Serie A,28,78% right footed
DF,Lorenzo De Silvestri,20.999594,5.810701,2,Serie A,33,87% right footed
DF,Thomas Delaine,15.462713,-0.9839348,2,Ligue 1,29,57% left footed
DF,Merih Demiral,-0.93605536,-2.3082283,0,Serie A,23,86% right footed
DF,Jason Denayer,-21.276207,10.823597,3,Ligue 1,26,95% right footed
DF,Sergiño Dest,23.670557,-3.7522595,1,La Liga,20,81% right footed
DF,Giovanni Di Lorenzo,22.329487,-6.886738,2,Serie A,27,84% right footed
DF,Mouctar Diakhaby,-9.744522,-3.5222,0,La Liga,24,89% right footed
DF,Rúben Dias,-9.714304,17.63002,3,Premier League,24,84% right footed
DF,Víctor Díaz,-16.066011,-1.9063243,0,La Liga,33,92% right footed
DF,Eric Dier,-16.021986,14.681647,3,Premier League,27,85% right footed
DF,Lucas Digne,32.19552,-8.321038,1,Premier League,28,96% left footed
DF,Federico Dimarco,32.411106,-3.8321214,1,Serie A,23,92% left footed
DF,Issa Diop,-23.14345,2.0908065,0,Premier League,24,79% right footed
DF,Axel Disasi,-12.033303,11.674894,3,Ligue 1,23,92% right footed
DF,Tiago Djaló,-3.460599,5.924735,0,Ligue 1,21,86% right footed
DF,Djené,-12.1041355,-0.7541948,0,La Liga,29,79% right footed
DF,Koffi Djidji,-3.2513728,-2.3514364,0,Serie A,28,95% right footed
DF,Alexander Djiku,-8.430077,3.9222994,3,Ligue 1,26,81% right footed
DF,Berat Djimsiti,-5.598685,-0.05347114,0,Serie A,28,73% right footed
DF,Gabriel Dos Santos,-12.157478,10.10838,3,Premier League,23,92% left footed
DF,Souleyman Doumbia,14.008476,0.036557626,2,Ligue 1,24,85% left footed
DF,Domingos Duarte,-21.217905,-1.8693955,0,La Liga,26,93% right footed
DF,Óscar Duarte,-20.145205,-6.818208,0,La Liga,32,77% right footed
DF,Rubén Duarte,8.505484,-4.7110987,2,La Liga,25,88% left footed
DF,Leo Dubois,20.105225,-8.362452,2,Ligue 1,26,88% right footed
DF,Shane Duffy,-19.60897,13.234182,3,Premier League,29,92% right footed
DF,Denzel Dumfries,31.017653,1.8468604,1,Serie A,25,85% right footed
DF,Lewis Dunk,-17.305422,13.625883,3,Premier League,29,93% right footed
DF,Jean-Kevin Duverne,16.890934,-7.9450274,2,Ligue 1,24,75% right footed
DF,Enzo Ebosse,5.4036236,6.479591,0,Ligue 1,22,87% left footed
DF,Tyronne Ebuehi,8.07134,-0.1559277,2,Serie A,25,87% right footed
DF,Aritz Elustondo,-16.050879,9.818599,3,La Liga,27,88% right footed
DF,Nico Elvedi,-14.103939,10.21899,3,Bundesliga,24,73% right footed
DF,Emerson,11.817681,-10.080015,2,Premier League,22,89% right footed
DF,Martin Erlic,-17.978905,-0.61761385,0,Serie A,23,85% right footed
DF,Sergio Escudero,10.092014,-7.3660803,2,La Liga,31,88% left footed
DF,Alfonso Espino,8.831766,-10.357024,2,La Liga,29,80% left footed
DF,Maxime Estève,-14.709591,0.46190494,0,Ligue 1,19,70% left footed
DF,Pervis Estupiñán,19.987291,-4.3851743,2,La Liga,23,87% left footed
DF,Jonny Evans,-11.86144,7.3709483,3,Premier League,33,62% right footed
DF,Fábio,6.301948,-9.985649,2,Ligue 1,31,70% right footed
DF,Wout Faes,-21.421368,3.5120153,0,Ligue 1,23,83% right footed
DF,Fali,-14.335487,-2.2231264,0,La Liga,27,78% right footed
DF,Davide Faraoni,13.907794,-7.977822,2,Serie A,29,86% right footed
DF,Federico Fazio,-15.133845,-7.292678,0,Serie A,34,74% right footed
DF,Felipe,-16.912521,-7.0883946,0,La Liga,32,86% right footed
DF,Luiz Felipe,-16.236582,7.292597,3,Serie A,24,89% right footed
DF,Kiko Femenía,18.004797,-0.36940786,2,Premier League,30,87% right footed
DF,Fernandinho,27.046324,-7.6408486,1,Premier League,36,89% right footed
DF,Fernando,-4.6557384,7.106917,3,La Liga,34,91% right footed
DF,Alex Ferrari,-1.9894925,-5.2962976,0,Serie A,27,78% right footed
DF,Salvador Ferrer,18.314512,-1.9850518,2,Serie A,23,91% right footed
DF,Junior Firpo,12.683153,-10.768984,2,Premier League,24,83% left footed
DF,Alessandro Florenzi,19.829792,-14.6123295,1,Serie A,30,94% right footed
DF,Thomas Foket,13.896174,1.4102203,2,Ligue 1,26,88% right footed
DF,José Fonte,-16.899479,12.202597,3,Ligue 1,37,88% right footed
DF,Juan Foyth,5.6386523,-7.0885453,2,La Liga,23,93% right footed
DF,Przemysław Frankowski,27.902216,0.30134943,1,Ligue 1,26,80% right footed
DF,Marvin Friedrich,-14.559708,-7.073642,0,Bundesliga,25,84% right footed
DF,Jeremie Frimpong,25.259964,-2.7376866,1,Bundesliga,20,87% right footed
DF,Riccardo Gagliolo,-9.959626,-2.1309369,0,Serie A,31,70% left footed
DF,Javi Galán,17.668476,-11.978609,2,La Liga,26,96% left footed
DF,Cristian Gamboa,5.8994513,-11.214704,2,Bundesliga,31,93% right footed
DF,David García,-19.334208,-7.0326166,0,La Liga,27,69% right footed
DF,Eric García,-10.636575,16.593266,3,La Liga,20,86% right footed
DF,Francisco Garcia,14.167918,-1.5603393,2,La Liga,21,96% left footed
DF,Unai García,-17.874172,-1.488898,0,La Liga,29,94% right footed
DF,Yannick Gerhardt,12.545713,-14.075772,2,Bundesliga,27,80% left footed
DF,Dimitris Giannoulis,14.41417,-6.7249584,2,Premier League,25,91% left footed
DF,Ben Gibson,-20.877993,1.9397327,0,Premier League,28,93% left footed
DF,Niko Gießelmann,22.299097,5.2084503,1,Bundesliga,29,87% left footed
DF,Óscar Gil,11.301277,-6.8160186,2,La Liga,23,93% right footed
DF,Matthias Ginter,-5.618367,16.49876,3,Bundesliga,27,85% right footed
DF,Jimmy Giraudon,-15.63976,2.9554262,0,Ligue 1,29,93% right footed
DF,Andrei Girotto,-0.9250314,-1.608899,2,Ligue 1,29,90% right footed
DF,Serge Gnabry,32.447975,-1.0497726,1,Bundesliga,26,76% right footed
DF,Ben Godfrey,5.5196524,-0.20022438,0,Premier League,23,91% right footed
DF,Edoardo Goldaniga,-5.103,-1.3963363,0,Serie A,27,89% right footed
DF,Sergi Gómez,-22.032185,1.9275321,0,La Liga,29,93% right footed
DF,Diego González,-16.449354,-0.2515859,0,La Liga,26,52% right footed
DF,Édgar González,-16.916126,2.2326179,0,La Liga,24,76% right footed
DF,Andoni Gorosabel,16.352592,0.75811046,2,La Liga,24,91% right footed
DF,Jeffrey Gouweleeuw,-8.787446,-1.6971458,0,Bundesliga,30,91% right footed
DF,Jonathan Gradit,-3.624556,10.405899,3,Ligue 1,28,98% right footed
DF,Andrew Gravillon,5.3025317,2.613755,0,Ligue 1,23,93% right footed
DF,Sebastian Griesbeck,-3.426736,-5.3612275,0,Bundesliga,30,79% right footed
DF,Florian Grillitsch,-1.7383906,11.981582,3,Bundesliga,25,87% right footed
DF,Pascal Groß,31.410458,-3.257148,1,Premier League,30,83% right footed
DF,Nemanja Gudelj,-10.9573,5.8752213,0,La Liga,29,97% right footed
DF,Gabriel Gudmundsson,25.700699,5.392959,2,Ligue 1,22,89% left footed
DF,Marc Guéhi,-15.293307,12.221999,3,Premier League,21,70% right footed
DF,Raphaël Guerreiro,27.190271,-6.638999,1,Bundesliga,27,95% left footed
DF,Josuha Guilavogui,2.4158957,0.350105,2,Ligue 1,30,89% right footed
DF,Frederic Guilbert,22.018261,-10.72872,1,Ligue 1,26,87% right footed
DF,Hugo Guillamón,-2.3702643,-1.9215887,2,La Liga,21,80% right footed
DF,Manuel Gulde,-14.332357,1.5377188,0,Bundesliga,30,78% right footed
DF,Robert Gumny,2.4504015,-5.3037233,2,Bundesliga,23,83% right footed
DF,Christian Günter,31.521915,-8.244604,1,Bundesliga,28,83% left footed
DF,Koray Günter,-13.411922,6.088655,0,Serie A,26,86% right footed
DF,Malo Gusto,19.081682,-11.89483,2,Ligue 1,18,82% right footed
DF,Joško Gvardiol,-0.9580897,9.04989,3,Bundesliga,19,68% left footed
DF,Emmanuel Gyasi,29.37869,5.8963766,2,Serie A,27,85% right footed
DF,Norbert Gyömbér,-12.196613,-3.0339441,0,Serie A,29,88% right footed
DF,Alexander Hack,-8.36914,-8.090598,0,Bundesliga,27,86% left footed
DF,Massadio Haïdara,3.8201778,-3.2744236,2,Ligue 1,28,87% left footed
DF,Oualid El Hajjam,6.981337,-1.5671631,2,Ligue 1,30,79% right footed
DF,Achraf Hakimi,22.272898,-5.3077836,1,Ligue 1,22,87% right footed
DF,Grant Hanley,-20.881756,-4.166482,0,Premier League,29,93% right footed
DF,Ridgeciano Haps,8.651612,3.1658876,2,Serie A,28,85% left footed
DF,Varazdat Haroyan,-13.249018,-3.6739979,0,La Liga,28,92% right footed
DF,Makoto Hasebe,-5.670443,12.863941,3,Bundesliga,37,84% right footed
DF,Hans Hateboer,21.544529,5.2959037,1,Serie A,27,76% right footed
DF,Isaac Hayden,0.46434677,-8.617976,2,Premier League,26,87% right footed
DF,Thorgan Hazard,29.247213,2.37819,1,Bundesliga,28,78% right footed
DF,Jonas Hector,16.45144,-10.464764,2,Bundesliga,31,79% left footed
DF,Silvan Hefti,7.521255,-10.789918,2,Serie A,23,91% right footed
DF,Benjamin Henrichs,26.617977,-5.559782,1,Bundesliga,24,75% right footed
DF,Henrique,16.116407,1.6292433,2,Ligue 1,27,92% left footed
DF,Dalbert Henrique,12.79955,-4.2804666,2,Serie A,27,89% left footed
DF,Rico Henry,9.537124,1.9646922,2,Premier League,24,91% left footed
DF,Christophe Hérelle,-15.336881,0.70629114,0,Ligue 1,28,88% right footed
DF,Mario Hermoso,-12.865735,11.962375,3,La Liga,26,81% left footed
DF,Aridane Hernández,-19.92123,-1.9218906,0,La Liga,32,84% right footed
DF,Lucas Hernández,-3.6122484,13.485116,3,Bundesliga,25,94% left footed
DF,Luis Hernández,-22.529682,6.5248013,0,La Liga,32,95% right footed
DF,Theo Hernández,28.831818,-3.4828906,1,Serie A,23,93% left footed
DF,Aaron Hickey,13.5411215,2.5825853,2,Serie A,19,59% left footed
DF,Piero Hincapié,-2.3182898,8.151931,2,Bundesliga,19,86% left footed
DF,Martin Hinteregger,-8.518616,-7.9247923,0,Bundesliga,28,76% left footed
DF,Mason Holgate,-19.023579,-3.807893,0,Premier League,24,82% right footed
DF,Cédric Hountondji,-14.607119,-1.0639355,0,Ligue 1,27,81% right footed
DF,Petko Hristov,-19.671774,-1.0010735,0,Serie A,22,83% right footed
DF,Timo Hübers,-7.96677,5.761797,3,Bundesliga,25,76% right footed
DF,Mats Hummels,-8.304509,12.330158,3,Bundesliga,32,64% right footed
DF,Elseid Hysaj,5.5476737,6.820722,2,Serie A,27,69% right footed
DF,Iago,21.218575,-11.248287,2,Bundesliga,24,83% left footed
DF,Roger Ibanez,-6.408634,8.592366,3,Serie A,22,82% right footed
DF,Igor,-5.6470037,11.602513,3,Serie A,23,88% left footed
DF,Ardian Ismajli,-14.950317,8.607509,0,Serie A,24,87% right footed
DF,Hiroki Ito,-7.8953605,10.883437,3,Bundesliga,22,89% left footed
DF,Gian-Luca Itter,8.296155,-8.0997925,2,Bundesliga,22,92% left footed
DF,Alex Iwobi,27.301994,0.7162119,1,Premier League,25,90% right footed
DF,Paul Jaeckel,-7.007369,-4.3124413,0,Bundesliga,23,76% right footed
DF,Ismail Jakobs,23.006653,-12.425322,1,Ligue 1,21,92% left footed
DF,Reece James,30.518167,-4.582246,1,Premier League,21,91% right footed
DF,Pontus Jansson,-22.348345,-2.9083726,0,Premier League,30,88% right footed
DF,Jemerson,-0.22800541,-7.0807896,2,Ligue 1,28,73% right footed
DF,Moritz Jenz,-13.932463,0.59766585,0,Ligue 1,22,72% right footed
DF,Juan Jesus,-2.826871,4.269297,0,Serie A,30,85% left footed
DF,Ben Johnson,10.986407,3.5796304,2,Premier League,21,84% right footed
DF,Josan,24.694319,0.044082522,1,La Liga,31,83% right footed
DF,James Justin,10.758078,-9.793319,2,Premier League,23,77% right footed
DF,Ozan Kabak,-12.310055,0.9939672,0,Premier League,21,85% right footed
DF,Christian Kabasele,-22.690998,-1.9276234,0,Premier League,30,92% right footed
DF,Issa Kaboré,15.885849,-2.126026,2,Ligue 1,20,80% right footed
DF,Pavel Kadeřábek,22.561405,6.0898976,1,Bundesliga,29,88% right footed
DF,Pierre Kalulu,-1.2183396,0.6617899,2,Serie A,21,86% right footed
DF,Boubacar Kamara,-0.7902017,11.2532015,2,Ligue 1,21,87% right footed
DF,Hassane Kamara,3.912428,-10.65118,2,Premier League,27,87% left footed
DF,Rick Karsdorp,18.587988,0.95380217,1,Serie A,26,96% right footed
DF,Michael Keane,-18.332909,-5.962416,0,Premier League,28,78% right footed
DF,Wajdi Kechrida,17.513506,3.3610342,2,Serie A,25,94% right footed
DF,Thilo Kehrer,0.3936876,6.422712,3,Ligue 1,24,68% right footed
DF,Marc-Oliver Kempf,-13.551033,-8.938326,0,Bundesliga,26,87% left footed
DF,Jonjoe Kenny,10.000036,-3.906995,2,Premier League,24,94% right footed
DF,Luca Kilian,-9.842155,0.6199047,0,Bundesliga,21,90% right footed
DF,Max Kilman,-11.904536,3.2584007,0,Premier League,24,75% left footed
DF,Presnel Kimpembe,-11.432836,16.732979,3,Ligue 1,25,88% left footed
DF,Lukas Klostermann,-9.671154,1.8844609,0,Bundesliga,25,84% right footed
DF,Robin Knoche,-13.269376,7.187056,0,Bundesliga,29,82% right footed
DF,Robin Koch,-2.0846152,-2.5952754,0,Premier League,25,89% right footed
DF,Timothée Kolodziejczak,12.217305,5.1355257,2,Ligue 1,29,93% left footed
DF,Ghislain Konan,22.571152,-2.2667139,1,Ligue 1,25,91% left footed
DF,Ibrahima Konaté,-10.206533,12.0745,3,Premier League,22,94% right footed
